Title,Author,Year
The Day of the Tempest (Dragonlance: Dragons of a New Age  #2),Jean Rabe,2002
A Midsummer Night's Dream,William Shakespeare/Harold F. Brooks,1979
A Midsummer Night's Dream (SparkNotes Literature Guide),SparkNotes/William Shakespeare,2002
A Midsummer Night's Dream,William Shakespeare/R.A. Foakes,2003
Minuit dans le jardin du bien et du mal,John Berendt,1998
Cliffs Notes on Hugo's Les Miserables,Amy L. Marsland,1968
Hamlet in Purgatory,Stephen Greenblatt,2002
From Hinton to Hamlet: Building Bridges between Young Adult Literature and the Classics,Sarah K. Herz/Donald R. Gallo,2005
Hamlet,William Shakespeare/Burton Raffel/Harold Bloom,2003
Hamlet  Prince of Denmark,William Shakespeare/Philip Edwards/Robert Hapgood,2003
Romeo & Juliet,William Shakespeare/Roma Gill,2005
Romeo and Juliet,William Shakespeare/Paul D. Moliken,2003
Romeo and Juliet,William Shakespeare/G. Blakemore Evans/Thomas Moisan,2003
Shakespeare's Romeo and Juliet,William Shakespeare/Karin Jacobson/Sidney Lamb,2000
Romeo and Juliet (SparkNotes Literature Guide),SparkNotes/Brian  Phillips/William Shakespeare,2002
South of the Border  West of the Sun,Haruki Murakami/Philip Gabriel,2000
Clock of the Long Now: Time and Responsibility: The Ideas Behind the World's Slowest Computer,Stewart Brand,2000
Jessica's Bad Idea (Sweet Valley Twins and Friends  #31),Francine Pascal/Jamie Suzanne,1989
How to Win Friends and Influence People,Dale Carnegie,2006
How to Win Friends and Influence People,Dale Carnegie,1994
How to Win Friends and Influence People for Teen Girls,Donna Dale Carnegie,2005
Naked Economics: Undressing the Dismal Science,Charles Wheelan,2003
The Naked Warrior: Master the Secrets of the Super-Strong - Using Bodyweight Exercises Only,Pavel Tsatsouline,2010
The Naked Ape: A Zoologist's Study of the Human Animal,Desmond Morris,1999
There's No Toilet Paper . . . on the Road Less Traveled: The Best of Travel Humor and Misadventure,Doug Lansky,2005
Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,2007
More Than You Know: Finding Financial Wisdom in Unconventional Places,Michael J. Mauboussin,2006
Searching for God Knows What,Donald Miller,2004
The More Than Complete Hitchhiker's Guide (Hitchhiker's Guide  #1-4 + short story),Douglas Adams,1989
Hitchhiker's Guide To The Galaxy: The Filming of the Douglas Adams classic,Robbie Stamp/Paul Simpson,2005
Different Seasons,Stephen King,1983
It's Called a Breakup Because It's Broken: The Smart Girl's Break-Up Buddy,Greg Behrendt/Amiira Ruotola (-Behrendt),2006
Jennifer Government,Max Barry,2004
Mama Day,Gloria Naylor,1989
A Feather on the Breath of God,Sigrid Nunez,2005
Mitz The Marmoset of Bloomsbury,Sigrid Nunez,2007
Parallel Worlds: A Journey through Creation  Higher Dimensions  and the Future of the Cosmos,Michio Kaku,2006
Key Lime Pie Murder (Hannah Swensen  #9),Joanne Fluke,2007
Cherry Cheesecake Murder (Hannah Swensen  #8),Joanne Fluke,2007
Peach Cobbler Murder (Hannah Swensen  #7),Joanne Fluke,2006
Strawberry Shortcake Murder (Hannah Swensen  #2),Joanne Fluke,2002
Lemon Meringue Pie Murder (Hannah Swensen  #4),Joanne Fluke,2004
Fluke: Or  I Know Why the Winged Whale Sings,Christopher Moore,2004
Sugar Cookie Murder (Hannah Swensen  #6),Joanne Fluke,2005
Chocolate Chip Cookie Murder (Hannah Swensen  #1),Joanne Fluke,2006
Blueberry Muffin Murder (Hannah Swensen  #3),Joanne Fluke,2003
The Wolf Shall Dwell With the Lamb: A Spirituality for Leadership in a Multicultural Community,Eric H.F. Law,1993
Focus: The Future of Your Company Depends on It,Al Ries/Laura Ries,2005
Positioning: The Battle for Your Mind,Al Ries/Jack Trout,2001
The 22 Immutable Laws of Marketing: Violate Them at Your Own Risk,Al Ries/Jack Trout,1994
Horse Sense: How to Pull Ahead on the Business Track,Al Ries/Jack Trout,1992
You Suck (A Love Story  #2),Christopher Moore,2007
Bloodsucking Fiends (A Love Story  #1),Christopher Moore,2004
Island of the Sequined Love Nun,Christopher Moore,2004
A Dirty Job (Grim Reaper  #1),Christopher Moore,2006
Practical Demonkeeping (Pine Cove  #1),Christopher Moore,2004
The Lust Lizard of Melancholy Cove (Pine Cove  #2),Christopher Moore,2004
Will Eisner's New York: Life in the Big City (The New York Tetralogy  #1-4),Will Eisner/Neil Gaiman,2006
Graphic Storytelling and Visual Narrative,Will Eisner,1996
The Best of the Spirit,Will Eisner/Neil Gaiman,2005
The Plot: The Secret Story of the Protocols of the Elders of Zion,Will Eisner/Stephen Eric Bronner/Umberto Eco/Sergei Nilus,2006
Will Eisner Sketchbook,Will Eisner,2004
The Conquering Sword of Conan (Conan the Cimmerian  #3),Robert E. Howard/Gregory Manchess/Patrice Louinet,2005
Conan and the Demons of Khitai,Akira Yoshida/Pat Lee/Paul Lee/C.B. Cebulski,2006
Call of Cthulhu: Horror Roleplaying (Call of Cthulhu RPG),Sandy Petersen/Lynn Willis,2005
The Call of Cthulhu and Other Weird Stories,H.P. Lovecraft,2002
The Keeper's Companion 2: Prohibition  Firearms  Tomes  & Creatures (Call of Cthulhu RPG),Lynn Willis/Brian M. Sammons/Adam Gauntlett/William Dietze/Greg Henrikson/Charles P. Zaglanis/J. Gordon Olmstead-Dean/M.J. Lempert/James Crowder,2002
Secrets of New York (Call of Cthulhu RPG),William    Jones,2005
The Keeper's Companion Vol. 1 (Call of Cthulhu RPG),Keith Herber/Brian M. Sammons/William Dietze/Chaosium Inc.,2003
Secrets of San Francisco: A 1920s Sourcebook for the City by the Bay (Call of Cthulhu RPG),Cody Goodfellow,2006
Miskatonic University: Dire Secrets & Campus Life (Call of Cthulhu RPG),Sam Johnson/Sandy Antunes,2005
Call of Cthulhu: Horror Roleplaying (Call of Cthulhu RPG),Sandy Petersen/Lynn Willis,2000
Shadows of Yog-Sothoth (Call of Cthulhu RPG),Sandy Petersen,2004
Twenty Thousand Leagues Under the Sea (Extraordinary Voyages  #6),Jules Verne/Anthony Bonner,2002
One Thousand White Women: The Journals of May Dodd (One Thousand White Women  #1),Jim Fergus,1999
The White Man's Burden: Why the West's Efforts to Aid the Rest Have Done So Much Ill and So Little Good,William Easterly,2007
The Elements of Style,William Strunk Jr./E.B. White,1999
Dracula,Bram Stoker,1994
Happy Hour at Casa Dracula (Casa Dracula  #1),Marta Acosta,2006
Frankenstein,Mary Wollstonecraft Shelley/Susan J. Wolfson,2006
World War One British Poets: Brooke  Owen  Sassoon  Rosenberg and Others,Candace Ward,1997
World War II: A Short History,Michael J. Lyons,2003
A Short History of World War I,James L. Stokesbury,1981
Collected Stories  Vol. 2,Richard Matheson/Stanley Wiater/Jack Finney/George Clayton Johnson,2005
Nightmare At 20 000 Feet,Richard Matheson/Stephen King,2002
Earthbound,Logan Swanson/Richard Matheson,2005
Hell House,Richard Matheson,2004
Noir: Three Novels of Suspense,Richard Matheson,2005
7 Steps to Midnight,Richard Matheson,2003
Duel,Richard Matheson/Ray Bradbury,2003
What Dreams May Come,Richard Matheson,2004
Richard Matheson's Hell House  Book 2,Ian Edginton/Simon Fraser,2005
Bloodlines,Richard Matheson/Mark Dawidziak,2007
The Bridegroom,Ha Jin,2001
Under the Red Flag,Ha Jin,1998
Ocean of Words,Ha Jin,1998
The Bridegroom,Ha Jin,2001
In the Pond,Ha Jin,2002
That Was Then  This Is Now,S.E. Hinton,1998
Hawkes Harbor,S.E. Hinton,2005
The Collection: The Outsiders / Rumble Fish / That Was Then  This Is Now,S.E. Hinton,1995
The Work of Work Servitude  Slavery and Labor in Medieval England,Allen J. Frantzen/Ruth Mazo Karras/Madonna J. Hettinger/Elizabeth Stevens Girsch/John Ruffing/George Ovitt Jr./Ross Samson/Niall Brady/Douglas Moffat/David Aers/Louise M. Bishop,1994
East of Eden,John Steinbeck,1992
Katherine,Anya Seton/Philippa Gregory,2004
The Fourth of July Story,Alice Dalgliesh/Marie Nonnast,1995
Fourth of July Mice!,Bethany Roberts/Doug Cushman,2004
Apple Pie 4th of July,Janet S. Wong/Margaret Chodos-Irvine,2006
Roses Are Red (Alex Cross  #6),James Patterson,2000
4th of July (Women's Murder Club  #4),James Patterson/Maxine Paetro,2006
Virgin,James Patterson,1980
Thriller: Stories To Keep You Up All Night,James Patterson/Ted Bell/Raelynn Hillhouse/Gregg Hurwitz/Alex Kava/J.A. Konrath/John Lescroart/David Liss/Eric Van Lustbader/Dennis Lynds/Gayle Lynds/Steve Berry/Chris Mooney/David Morrell/Katherine Neville/Michael Palmer/Douglas Preston/Christopher Reich/James Rollins/M.J. Rose/James Siegel/Grant Blackwood/Brad Thor/M. Diane Vogt/F. Paul Wilson/Lee Child/Lincoln Child/David Dun/Heather Graham/James Grippando/Denise Hamilton/David Liparulo/Christopher  Rice,2006
Saving the World and Other Extreme Sports (Maximum Ride  #3),James Patterson,2007
1st To Die (The Women's Murder Club  #1),James Patterson,2002
How to Write a Damn Good Mystery: A Practical Step-by-Step Guide from Inspiration to Finished Manuscript,James N. Frey,2004
Mediterranean Winter: The Pleasures of History and Landscape in Tunisia  Sicily  Dalmatia and the Peloponnese,Robert D. Kaplan,2005
Balkan Ghosts: A Journey Through History,Robert D. Kaplan,2005
Mediterranean Winter: The Pleasures of History & Landscape in Tunisia  Sicily  Dalmatia & Greece,Robert D. Kaplan,2004
Does God Know How to Tie Shoes?,Nancy White Carlstrom/Lori McElrath-Eslick,1997
The Ties That Bind: Life's Most Essential Knots and Ties,Susan Oliver/Harry   Bates,2004
The Undomestic Goddess,Sophie Kinsella,2006
Can You Keep a Secret?,Sophie Kinsella,2005
Crazy For You,Jennifer Crusie,2004
Welcome to Temptation (Dempseys  #1),Jennifer Crusie,2004
Faking It (Dempseys  #2),Jennifer Crusie,2004
Anyone But You,Jennifer Crusie,2006
Getting Rid of Bradley,Jennifer Crusie,2001
What The Lady Wants,Jennifer Crusie,2002
Manhunting,Jennifer Crusie,2007
The Unfortunate Miss Fortunes,Jennifer Crusie/Eileen Dreyer/Anne Stuart,2007
La falsificadora,Jennifer Crusie/Marina Mariasch,2005
Die Naschkatzen,Jennifer Crusie,2001
Coffee at Luke's: An Unauthorized Gilmore Girls Gabfest,Jennifer Crusie/Leah Wilson/Gregory Stevenson,2007
Behaving Like Adults,Anna Maxted,2004
Over 100 Truly Astonishing Sex Tips,Anna Maxted,2000
How to Seduce Your Dream Man,Anna Maxted,2000
Running in Heels,Anna Maxted,2002
Venice: Tales of the City,Michelle Lovric,2005
Caucasia,Danzy Senna,1999
The Talbot Odyssey,Nelson DeMille,1991
The Lion's Game (John Corey  #2),Nelson DeMille,2002
Word of Honor,Nelson DeMille,1998
Plum Island (John Corey  #1),Nelson DeMille,2002
Spencerville,Nelson DeMille,2008
Up Country,Nelson DeMille,2003
Wolfsbrut.,Nelson DeMille,2002
The Talbot Odyssey,Nelson DeMille,2000
Night Falls Fast: Understanding Suicide,Kay Redfield Jamison,2000
Before Night Falls,Reinaldo Arenas/Dolores M. Koch,2001
When True Night Falls (The Coldfire Trilogy  #2),C.S. Friedman,2005
Nightfall,Anne Stuart,1995
When Night Falls,Linda  Anderson,2000
Before Night Falls,Keith Gray,2007
Where the Broken Heart Still Beats: The Story of Cynthia Ann Parker,Carolyn Meyer,1992
In Cahootz: Sequel to Hoodwinked,Quentin Carter,2006
Earned Value Project Management,Quentin W. Fleming/Joel M. Koppelman,2006
Quintessential Tarantino,Edwin Page,2005
The Foundations of Modern Political Thought: Volume One: The Renaissance,Quentin Skinner,1979
Tara Road,Maeve Binchy,2006
On the Road to Tara,Aljean Harmetz,1996
Selected Stories,Andre Dubus,1995
Broken Vessels,Andre Dubus,1992
In the Bedroom: Seven Stories,Andre Dubus/Todd Field,2002
Thirteen Moons,Charles Frazier,2006
Swimming Upstream: Collaborative Approaches to Watershed Management,Paul A. Sabatier/Will Focht/Mark Lubell/Zev Trachtenberg/Arnold Vedlitz/Marty Matlock,2005
Story of a Girl,Sara Zarr,2007
"Approaches to Teaching Atwood's ""the Handmaid's Tale"" and Other Works (Approaches to Teaching World Literature)",Sharon Rose Wilson/Thomas B. Friedman/Shannon Eileen Hengen,1996
The Namesake,Jhumpa Lahiri,2004
Becoming a Goddess of Inner Poise: Spirituality for the Bridget Jones in All of Us,Donna Freitas,2004
Full House: The Spread of Excellence from Plato to Darwin,Stephen Jay Gould,1997
Eight Little Piggies: Reflections in Natural History,Stephen Jay Gould,1994
Time's Arrow  Time's Cycle: Myth and Metaphor in the Discovery of Geological Time,Stephen Jay Gould,1988
The Hedgehog  the Fox & the Magister's Pox: Mending the Gap Between Science & the Humanities,Stephen Jay Gould,2004
The Panda's Thumb: More Reflections in Natural History,Stephen Jay Gould,1992
Bully for Brontosaurus: Reflections in Natural History,Stephen Jay Gould,1992
Hen's Teeth and Horse's Toes: Further Reflections in Natural History,Stephen Jay Gould,1994
The Richness of Life: The Essential Stephen Jay Gould,Stephen Jay Gould/Paul McGarr/Oliver Sacks/Steven Rose,2007
Persuasive Communication,James B. Stiff/Paul A. Mongeau,2002
The Spook's Apprentice (The Last Apprentice / Wardstone Chronicles  #1),Joseph Delaney,2005
Spooks: The Haunting of America: The Private Use of Secret Agents,Jim Hougan,1978
No More Bull!: The Mad Cowboy Targets America's Worst Enemy: Our Diet,Howard F. Lyman/Glen Merzer/Joanna Samorow-Merzer/Caldwell B. Esselstyn Jr.,2005
Animal E.R.: Extraordinary Stories Hope Healing from 1 World's Leading Veterinary Hospitals,Vicki Constantine Croke/Vicki Constantine Croke,1999
ER Vets: Life in an Animal Emergency Room,Donna M. Jackson,2005
The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States,National Commission on Terrorist Attacks Upon The United States,2004
Citizen Girl,Emma McLaughlin/Nicola Kraus,2005
On the Origin of Species by Means of Natural Selection,Charles Darwin/Michael T. Ghiselin,2006
The Origin of Species/The Voyage of the Beagle,Charles Darwin/Richard Dawkins,2003
Genetics and the Origin of Species,Theodosius Dobzhansky/Niles Eldredge/Stephen Jay Gould,1982
Organized Crime,Michael D. Lyman/Gary W. Potter,2006
Physics of Fully Ionized Gases,Lyman S. Spitzer Jr.,2006
Criminal Investigation: The Art and the Science,Michael D. Lyman,2004
A Collection of Rudyard Kipling's Just So Stories,Rudyard Kipling/Christopher Corr,2004
Collected Stories,Rudyard Kipling,1994
Just So Stories,Rudyard Kipling,2003
If: A Father's Advice to His Son,Rudyard Kipling/Charles R. Smith Jr.,2007
Much Ado about Nothing,William Shakespeare/Jacky Bratton,1998
Much Ado about Nothing,William Shakespeare/Roma Gill,2004
The Waste Land,T.S. Eliot/Michael North,2000
The Annotated Waste Land with Eliot's Contemporary Prose,T.S. Eliot/Lawrence Rainey,2006
The Waste Land and Other Writings,T.S. Eliot/Mary Karr,2002
The Waste Lands (The Dark Tower  #3),Stephen King/Ned Dameron,2003
Timequake,Kurt Vonnegut Jr.,1997
Climb the Family Tree  Jesse Bear!,Nancy White Carlstrom/Bruce Degen,2004
What a Scare  Jesse Bear,Nancy White Carlstrom/Bruce Degen,2012
Political Philosophy: A Beginners' Guide for Students and Politicians,Adam Swift,2006
Liberals and Communitarians,Stephen Mulhall/Adam Swift,1996
Political Philosophy: A Beginner's Guide for Students and Politicians,Adam Swift,2001
Seven Men and Two Others,Max Beerbohm,2001
Dakota,Matt Braun,2005
El Paso,Matt Braun,1999
The Visual Arts: A History,Hugh Honour/John Fleming,2002
The Visual Arts: A History  Volume 2,Hugh Honour/John Fleming,2005
The Visual Arts: A History,Hugh Honour/John Fleming,2005
The Brooklyn Bridge (Wonders of the World),Elizabeth Mann/Alan Witschonke,2006
John Adams,John Patrick Diggins/Arthur M. Schlesinger Jr.,2003
The I Ching or Book of Changes,Richard Wilhelm/Cary F. Baynes/C.G. Jung,1989
The Complete I Ching: The Definitive Translation,Anonymous/Alfred Huang,2004
I Ching: The Book of Change,Anonymous/John Blofeld,1991
The Everyday I Ching,Sarah Dening,1997
Richard Matheson's Hell House  Book 1,Ian Edginton/Simon Fraser,2005
H.G. Wells' The War of the Worlds (Graphic Novel),Ian Edginton/D'Israeli,2006
New Complete Guide to Sewing,Reader's Digest Association,2002
A Reader's Digest Songbook: Remembering Yesterday's Hits,William L. Simon,1987
Complete Guide to the Bible,Reader's Digest Association,1998
200 Quilt Blocks: To Mix and Match,Davina Thomas,2005
The Girl in the Glass,Jeffrey Ford,2005
Peter and the Starcatchers (Peter and the Starcatchers  #1),Dave Barry/Ridley Pearson/Greg Call,2006
Peter Pan in Scarlet,Geraldine McCaughrean/Scott M. Fischer,2006
It's All Too Much: An Easy Plan for Living a Richer Life with Less Stuff,Peter Walsh,2007
Peter Pan,J.M. Barrie/Michael Hague,2003
The Callahan Chronicals (Callahan's #1-3),Spider Robinson,1997
The Pinhoe Egg  (Chrestomanci  #6),Diana Wynne Jones,2006
The Chronicles of Chrestomanci  Vol. 1 (Chrestomanci  #1-2),Diana Wynne Jones,2007
The Time of the Ghost,Diana Wynne Jones,1981
Whitethorn Woods,Maeve Binchy,2007
The Builders,Maeve Binchy,2006
Dublin 4,Maeve Binchy,2006
Victoria Line  Central Line,Maeve Binchy,2006
Echoes,Maeve Binchy,1997
Firefly Summer,Maeve Binchy,2006
Aches & Pains,Maeve Binchy/Wendy Shea,2000
The Glass Lake,Maeve Binchy,2005
The Copper Beech,Maeve Binchy,2005
Dr. Jekyll and Mr. Hyde (Bullseye Chillers),Kate McMullan/Paul Van Munching/Glenn Dean/Kate McCullan/Robert Louis Stevenson,1984
Code Word Kangaroo (Adam Sharp #6),George E. Stanley/Guy Francis,2004
Operation Spy School (Adam Sharp  #4),George E. Stanley/Guy Francis,2003
The Empty Envelope (A to Z Mysteries  #5),Ron Roy/John Steven Gurney,2009
The School Skeleton (A to Z Mysteries  #19),Ron Roy/John Steven Gurney,2003
Moose Master (Adam Sharp #5),George E. Stanley/Guy Francis,2004
La Biblia de los Critales: Guia definitiva de los cristales (Cuerpo-Mente),Judy Hall,2006
Eva Hesse Drawing,Catherine de Zegher/Elisabeth Sussman,2006
Inferno,Dante Alighieri/Anthony M. Esolen,2005
The Pirates Laffite: The Treacherous World of the Corsairs of the Gulf,William C. Davis,2006
Wither (Wendy Ward  #1),J.G. Passarella,2000
Howl's Moving Castle Film Comic  Vol. 1,Hayao Miyazaki/Diana Wynne Jones,2005
Howl's Moving Castle Picture Book (Howl's Moving Castle Film Comics  #1),Hayao Miyazaki/Diana Wynne Jones,2005
The Theban Plays: Antigone  King Oidipous & Oidipous at Colonus (Focus Classical Library),Sophocles/Ruby Blondell,2001
The Complete Greek Tragedies  Volume 2: Sophocles,Sophocles/David Grene/Richmond Lattimore,1992
Doctor Faustus,Thomas Mann/John E. Woods,1999
Doctor Faustus,Christopher Marlowe/David Wootton,2005
Doctor Faustus,Thomas Mann/T.J. Reed/H.T. Lowe-Porter,1992
